pravila|acesta|iaste pravilaacestaiaste immmmmsimmmmsimmms
doamne|izbăveaște|sufletul|mieu doamneizbăveaștesufletulmieu immmmsimmmmmmmmsimmmmmmsimms
dereptu|și|dzăul|nostru|miluiaște|6 dereptușidzăulnostrumiluiaște6 immmmmsisimmmsimmmmsimmmmmmmsc
ce|hrăneaște|tirerii|domnul|smeriiu-me|și|spăsiiu-me cehrăneaștetireriidomnulsmeriiu-meșispăsiiu-me isimmmmmmmsimmmmmsimmmmsimmmmmmmmsisimmmmmmmms
8|că|scoase|sufletul|mieu|de 8căscoasesufletulmieude cisimmmmsimmmmmmsimmsis
moarte|ochii|miei|de|lacrămi|și|picioarele moarteochiimieidelacrămișipicioarele immmmsimmmsimmsisimmmmmsisimmmmmmmms
meale|de|lurecare mealedelurecare immmsisimmmmmms
115|1|credzui|derept-acia|grăiiu|e 1151credzuiderept-aciagrăiiue imscimmmmmsimmmmmmmmmsimmmmsc
eu|plecaiu-me|foarrte|2|e|eu|dzișiu euplecaiu-mefoarrte2eeudzișiu isimmmmmmmmsimmmmmsccisimmmms
3|ce|voiu|da|domnului 3cevoiudadomnului cisimmsisimmmmmms
de|toate|ce|deade|mie|4 detoatecedeademie4 isimmmsisimmmsimsc
scafă|spăseniei|priimăscu|și|numele|domnului|chiemu scafăspăsenieipriimăscușinumeledomnuluichiemu immmsimmmmmmmsimmmmmmmsisimmmmsimmmmmmsimmmms
5|rrugăciurile|meale 5rrugăciurilemeale cimmmmmmmmmmsimmms
domnului|dau|între|toți domnuluidauîntretoți immmmmmsimsimmmsimms
oamerii|lui|6|cinstită|e oameriilui6cinstităe immmmmsimscimmmmmmsc
între|domnul|moartea|preapodobiților|lui|7 întredomnulmoarteapreapodobițilorlui7 immmsimmmmsimmmmmsimmmmmmmmmmmmmsimsc
o|doamne|eu-s|șerbul|tău|eu-s|șerbul odoamneeu-sșerbultăueu-sșerbul cimmmmsimmsimmmmsimsimmsimmmms
tău|și|fiiul tăușifiiul imsisimmms
șearbeei|tale|ce|spargi șearbeeitalecespargi immmmmmsimmsisimmmms
lîngorile|meale|8|ție|giunghiu lîngorilemeale8țiegiunghiu immmmmmmsimmmscimsimmmmmms
chiemu|9|rrugăciurile|meale|domnului|dau|între chiemu9rrugăciurilemealedomnuluidauîntre immmmscimmmmmmmmmmsimmmsimmmmmmsimsimmms
toți|oamerii|lui toțioameriilui immsimmmmmsims
în|curțile|casa|domnului încurțilecasadomnului isimmmmmsimmsimmmmmms
prin|mijloc|de|tire|ierusalime prinmijlocdetireierusalime immsimmmmsisimmsimmmmmmmms
psalmul|116|1|lăudați|pre|domnul psalmul1161lăudațipredomnul immmmmsimscimmmmmsimsimmmms
toate|limbili|ca|lăudați|pre|însul|toți toatelimbilicalăudațipreînsultoți immmsimmmmmsisimmmmmsimsimmmsimms
oamerii|2|că oamerii2că immmmmscis
învîrtoșe-se|meserearea|lui|spre învîrtoșe-semeserearealuispre immmmmmmmmmsimmmmmmmmsimsimms
noi|și|deadevărul|domnului|lăcuiaște noișideadevăruldomnuluilăcuiaște imsisimmmmmmmmsimmmmmmsimmmmmmms
în|veacu|aliluia|psalmul|117|1 înveacualiluiapsalmul1171 isimmmsimmmmmsimmmmmsimsc
ispovediți-vă|domnului|că|dulce|e|că|în ispovediți-vădomnuluicădulceecăîn immmmmmmmmmmsimmmmmmsisimmmscisis
veacu|e|meserearea veacuemeserearea immmscimmmmmmmms
lui|2|se|dzică lui2sedzică imscisimmms
casa|lui|izdrail|că|dulce casaluiizdrailcădulce immsimsimmmmmsisimmms
lui|3|se|dzică|casa|lui|aaron lui3sedzicăcasaluiaaron imscisimmmsimmsimsimmms
că|dulce|e cădulcee isimmmsc
că|în|veacu|e căînveacue isisimmmsc
amu|toți|cei|ce|se|temu amutoțiceicesetemu imsimmsimsisisimms
veacu|e|meserearea veacuemeserearea immmscimmmmmmmms
lui|5|de|grije lui5degrije imscisimmms
chiemaiu|domnul|și|audzi-me|în chiemaiudomnulșiaudzi-meîn immmmmmsimmmmsisimmmmmmsis
nu|frică|de|ce|face-va|mie|omul nufricădeceface-vamieomul isimmmsisisimmmmmsimsimms
7|domnul|mi-e 7domnulmi-e cimmmmsimms
agiutoriu|și|eu|cautu agiutoriușieucautu immmmmmmsisisimmms
spre|draci|miei|8|mai spredracimiei8mai immsimmmsimmscims
bire|e|se|nedejduiți|spre|domnul bireesenedejduițispredomnul immscisimmmmmmmmsimmsimmmms
decîtu|se|nedejduiți|spre|omu|9|mai decîtusenedejduițispreomu9mai immmmsisimmmmmmmmsimmsimscims
bire|e|se bireese immscis
nedejduiți|spre|domnul|decîtu nedejduițispredomnuldecîtu immmmmmmmsimmsimmmmsimmmms
se|nedejduiți|spre|boiare|10 senedejduițispreboiare10 isimmmmmmmmsimmsimmmmsis
domnului|protiviia-me|lor|11|încungiura|de|încungiurară-me domnuluiprotiviia-melor11încungiuradeîncungiurară-me immmmmmsimmmmmmmmmmsimsisimmmmmmmmsisimmmmmmmmmmmmms
și|cu|numele șicunumele isisimmmms
domnului|protiviia-me|lor|12 domnuluiprotiviia-melor12 immmmmmsimmmmmmmmmmsimsis
încungiurară-me|ca|albirile|stredia|și încungiurară-mecaalbirilestrediași immmmmmmmmmmmmsisimmmmmmsimmmmmsis
aprinseră-se|ca|focul|în|spiri|psalmul aprinseră-secafoculînspiripsalmul immmmmmmmmmsisimmmsisimmmsimmmmms
118|122|așteaptă|șerbul|tău|în|bire 118122așteaptășerbultăuînbire imsimsimmmmmmsimmmmsimsisimms
se|nu|clevetească senuclevetească isisimmmmmmmmms
mere|trufașii|123|ochii meretrufașii123ochii immsimmmmmmsimsimmms
și|în|cuvîntul|dereptăților|tale|124 șiîncuvîntuldereptățilortale124 isisimmmmmmsimmmmmmmmmmsimmsims
fă|cu|șerbul|tău|după|meserearea|ta făcușerbultăudupămesereareata isisimmmmsimsimmsimmmmmmmmsis
și|dereptăților|tale șidereptățilortale isimmmmmmmmmmsimms
învață-me|125|șerbul|tău învață-me125șerbultău immmmmmmsimsimmmmsims
sîmtu|eu|înțelepțeadză-me|și|ști-voiu sîmtueuînțelepțeadză-meșiști-voiu immmsisimmmmmmmmmmmmmmsisimmmmmms
mărturiia|ta|126|vreame|e|se mărturiiata126vreameese immmmmmmsisimsimmmmscis
facă|domnului|sparseră|leagea|ta|127|derept facădomnuluisparserăleageata127derept immsimmmmmmsimmmmmmsimmmmsisimsimmmms
acia|iubiiu|porîncitele aciaiubiiuporîncitele immsimmmmsimmmmmmmmms
tale|mai|vîrtos|de talemaivîrtosde immsimsimmmmsis
aurul|și|de|paziia|128 aurulșidepaziia128 immmsisisimmmmsims
derept|acia|cătră|toate|porîncitele|tale dereptaciacătrătoateporînciteletale immmmsimmsimmmsimmmsimmmmmmmmmsimms
mărturiile|tale|derept mărturiiletalederept immmmmmmmsimmsimmmms
acea|ispitiia-le|sufletul|mieu aceaispitiia-lesufletulmieu immsimmmmmmmmmsimmmmmmsimms
și|înțelepțeadză|tirerii|131|rrostul|mieu șiînțelepțeadzătirerii131rrostulmieu isimmmmmmmmmmmsimmmmmsimsimmmmmsimms
starea|2|132 starea2132 immmmscims
caută|spre|mere|și cautăspremereși immmsimmsimmsis
miluiaște-me|după|giudeațe|ce|iubăscu miluiaște-medupăgiudeațeceiubăscu immmmmmmmmmsimmsimmmmmmsisimmmmms
numele|tău|133|urrmele|meale|dereage numeletău133urrmelemealedereage immmmsimsimsimmmmmsimmmsimmmmms
după|cuvîntul|tău|și|se|nu|învîncă dupăcuvîntultăușisenuînvîncă immsimmmmmmsimsisisisimmmmms
mere|toată|fărăleage meretoatăfărăleage immsimmmsimmmmmmms
134|izbăveaște-me|de|clevetele 134izbăveaște-medeclevetele imsimmmmmmmmmmmsisimmmmmmms
oamerilor|și|feri-voiu|porîncitele|tale oamerilorșiferi-voiuporînciteletale immmmmmmsisimmmmmmmsimmmmmmmmmsimms
135|fața|ta|lumireadză|spre|șerbul 135fațatalumireadzăspreșerbul imsimmsisimmmmmmmmsimmsimmmms
tău|și|învață-mă|în|dereptățile|tale|136 tăușiînvață-măîndereptățiletale136 imsisimmmmmmmsisimmmmmmmmmsimmsims
în|ieșirea|apelor înieșireaapelor isimmmmmsimmmms
scoaseră|ochii|miei|derep scoaserăochiimieiderep immmmmmsimmmsimmsimmms
ce|nu|feriră|leagea|ta cenuferirăleageata isisimmmmsimmmmsis
dereapte|giudeațele|tale|138|și|porîncite|dereptate dereaptegiudeațeletale138șiporîncitedereptate immmmmmsimmmmmmmmsimmsimsisimmmmmmmsimmmmmmms
mărturiia|ta|și mărturiiatași immmmmmmsisis
deadevărul|foarte|139|topit-au deadevărulfoarte139topit-au immmmmmmmsimmmmsimsimmmmmms
jalostea|ta|că|uitară|cuventele jalosteatacăuitarăcuventele immmmmmsisisimmmmsimmmmmmms
tale|dracii|tăi|140|înfierbîntatu|e taledraciităi140înfierbîntatue immsimmmmsimsimsimmmmmmmmmmmsc
cuvîntul|tău|foarte|și|șerbul|tău|iubi-lu cuvîntultăufoarteșișerbultăuiubi-lu immmmmmsimsimmmmsisimmmmsimsimmmmms
sîmtu|și|ocărrîtu|dereptățile sîmtușiocărrîtudereptățile immmsisimmmmmmsimmmmmmmmms
tale|nu|uitatiu|142|dereptatea talenuuitatiu142dereptatea immsisimmmmmsimsimmmmmmmms
ta|dereptate|e|în|veacu|și tadereptateeînveacuși isimmmmmmmscisimmmsis
leagea|ta|deadevăr|143|scîrbi|și|nevoie leageatadeadevăr143scîrbișinevoie immmmsisimmmmmmsimsimmmmsisimmmms
aflară-me|porîncitele|tale aflară-meporînciteletale immmmmmmsimmmmmmmmmsimms
învățătură|mie|sîmtu|144 învățăturămiesîmtu144 immmmmmmmsimsimmmsims
veac|înțelepțeadză-me|și|viu|voiu|fi veacînțelepțeadză-meșiviuvoiufi immsimmmmmmmmmmmmmmsisimsimmsis
145|chiemaiu|cu|toată|înrima|mea|audzi-me 145chiemaiucutoatăînrimameaaudzi-me imsimmmmmmsisimmmsimmmmsimsimmmmmms
doamne|dereptățile|tale doamnedereptățiletale immmmsimmmmmmmmmsimms
ceiu|146|chiemu|cătră ceiu146chiemucătră immsimsimmmmsimmms
tire|spăseaște-me|și|feri-voiu|mărturia tirespăseaște-meșiferi-voiumărturia immsimmmmmmmmmmsisimmmmmmmsimmmmmms
ta|147|ainte|apucaiu|fără|vreame ta147ainteapucaiufărăvreame isimsimmmsimmmmmsimmsimmmms
miei|cătră|demîreață|se mieicătrădemîreațăse immsimmmsimmmmmmmsis
meserearea|ta|și|după|giudețul|tău|învii-me mesereareatașidupăgiudețultăuînvii-me immmmmmmmsisisimmsimmmmmmsimsimmmmmms
150|apropiiară-se|ceia 150apropiiară-seceia imsimmmmmmmmmmmsimms
ce|go-|niia-me|fărăleage cego-niia-mefărăleage isimsimmmmmsimmmmmmms
e|de|leagea|ta|delungară-se edeleageatadelungară-se cisimmmmsisimmmmmmmmmms
toate|căile|tale|deadevăru|152|de|ainte toatecăiletaledeadevăru152deainte immmsimmmsimmsimmmmmmmsimsisimmms
cunoscuiu|de|mărturiile cunoscuiudemărturiile immmmmmmsisimmmmmmmms
tale|că|în|veac talecăînveac immsisisimms
urrdzitu-le-ai|153|vedzi|smereniia|mea urrdzitu-le-ai153vedzismereniiamea immmmmmmmmmmmsimsimmmsimmmmmmmsims
uitaiu|154|giudecă|giudețul|mieu|și|izbăveaște-me uitaiu154giudecăgiudețulmieușiizbăveaște-me immmmsimsimmmmmsimmmmmmsimmsisimmmmmmmmmmms
dereptu|cuvîntul|tău dereptucuvîntultău immmmmsimmmmmmsims
învii-me|155|departe|de învii-me155departede immmmmmsimsimmmmmsis
păcătoși|spăseniia|că|dereptățile|tale păcătoșispăseniiacădereptățiletale immmmmmsimmmmmmmsisimmmmmmmmmsimms
nu|cerșură|156|ieftinșigurele|tale|multe nucerșură156ieftinșigureletalemulte isimmmmmsimsimmmmmmmmmmmmsimmsimmms
doamne|după|giudețul|tău|învii-me|157|mulți doamnedupăgiudețultăuînvii-me157mulți immmmsimmsimmmmmmsimsimmmmmmsimsimmms
goniia-me|și|dodeiia-me goniia-meșidodeiia-me immmmmmmsisimmmmmmmms
e|de|mărturiile|tale edemărturiiletale cisimmmmmmmmsimms
nu|me|feriia|158|vădzuiu numeferiia158vădzuiu isisimmmmsimsimmmmms
neînțelepții|și|topiia-me|că|cuventele|tale neînțelepțiișitopiia-mecăcuventeletale immmmmmmmmmsisimmmmmmmsisimmmmmmmsimms
nu|feriră|159|vedzi|că|porîncitele|tale nuferiră159vedzicăporînciteletale isimmmmsimsimmmsisimmmmmmmmmsimms
iubiiu|doamne|cu iubiiudoamnecu immmmsimmmmsis
meserearea|ta|învii-me|160 mesereareataînvii-me160 immmmmmmmsisimmmmmmsims
tale|161|giudecii|mîrară-me|în|deșertu|și tale161giudeciimîrară-meîndeșertuși immsimsimmmmmmsimmmmmmmsisimmmmmsis
de|cuventele|tale decuventeletale isimmmmmmmsimms
înfrică-se|înrima|mea|162 înfrică-seînrimamea162 immmmmmmmsimmmmsimsims
bucuru-me|eu|de|cuventele|tale bucuru-meeudecuventeletale immmmmmmsisisimmmmmmmsimms
că|aflaiu|bîrne|multe|163|nedereptate căaflaiubîrnemulte163nedereptate isimmmmsimmmsimmmsimsimmmmmmmmms
leagea|ta|iubiiu leageataiubiiu immmmsisimmmms
164|cîte|de|șiapte 164cîtedeșiapte imsimmsisimmmms
ori|în|dzi|lăudaiu-te|de oriîndzilăudaiu-tede imsisimsimmmmmmmmsis
celora|ce|iubăscu|leagea|ta|și|nu celoraceiubăsculeageatașinu immmmsisimmmmmsimmmmsisisis
iaste|lor|înșelăciure iastelorînșelăciure immmsimsimmmmmmmmms
166|așteptaiu|spăseniia|ta 166așteptaiuspăseniiata imsimmmmmmmsimmmmmmmsis
doamne|și|porîncitele|tale|iubiiu doamneșiporînciteletaleiubiiu immmmsisimmmmmmmmmsimmsimmmms
167|feri|sufletul|mieu|mărturiia|ta 167ferisufletulmieumărturiiata imsimmsimmmmmmsimmsimmmmmmmsis
și|iubiiu|foarte|168|feriiu|porîncitele|tale șiiubiiufoarte168feriiuporînciteletale isimmmmsimmmmsimsimmmmsimmmmmmmmmsimms
și|mărturia|ta șimărturiata isimmmmmmsis
că|toate|căile|meale cătoatecăilemeale isimmmsimmmsimmms
între|tire|doamne|169|se întretiredoamne169se immmsimmsimmmmsimsis
doamne|după|cuvîntul|tău|înțelepțeadză-me|170|se doamnedupăcuvîntultăuînțelepțeadză-me170se immmmsimmsimmmmmmsimsimmmmmmmmmmmmmmsimsis
între|tire|doamne|după întretiredoamnedupă immmsimmsimmmmsimms
cuvîntul|tău|izbăveaște-me|171|rrăgă-i-vor cuvîntultăuizbăveaște-me171rrăgă-i-vor immmmmmsimsimmmmmmmmmmmsimsimmmmmmmmms
usnele|meale|cîntare|cîndu|înveți-me|dereptăților usnelemealecîntarecînduînveți-medereptăților immmmsimmmsimmmmmsimmmsimmmmmmmsimmmmmmmmmms
tale|172|rrăspunde-va|limba|mea|cuventele|tale tale172rrăspunde-valimbameacuventeletale immsimsimmmmmmmmmmsimmmsimsimmmmmmmsimms
că|toate|porîncitele cătoateporîncitele isimmmsimmmmmmmmms
tale|dereptate|e|173 taledereptatee173 immsimmmmmmmscims
fie|mîra|ta|se|spăsească fiemîratasespăsească imsimmsisisimmmmmmms
me|că|porîncitele|tale|iubiiu|174 mecăporînciteletaleiubiiu174 isisimmmmmmmmmsimmsimmmmsims
preaiubiiu|spăseniia|ta|doamne|și|leagea|ta preaiubiiuspăseniiatadoamneșileageata immmmmmmmsimmmmmmmsisimmmmsisimmmmsis
învățătura|mea|iaste învățăturameaiaste immmmmmmmsimsimmms
175|viu|va|fi 175viuvafi imsimsisis
sufletul|mieu|și|lăuda-te-va|și sufletulmieușilăuda-te-vași immmmmmsimmsisimmmmmmmmmsis
giudeațele|tale|agiuta-vor|mie|176|rrătăciiu giudeațeletaleagiuta-vormie176rrătăciiu immmmmmmmsimmsimmmmmmmmsimsimsimmmmmmms
ca|oaia|pierdută|ceare|șerbul|tău|că caoaiapierdutăceareșerbultăucă isimmsimmmmmmsimmmsimmmmsimsis
uitaiu|119|slava|cîntece uitaiu119slavacîntece immmmsimsimmmsimmmmms
1|cătră|domnul|cîndu|scîrbiia 1cătrădomnulcînduscîrbiia cimmmsimmmmsimmmsimmmmmms
chemaiu|și|audzi-me|2|doamne|izbăveaște chemaiușiaudzi-me2doamneizbăveaște immmmmsisimmmmmmscimmmmsimmmmmmmms
sufletul|mieu|de|rrostul|nedereptu|și|de sufletulmieuderrostulnedereptușide immmmmmsimmsisimmmmmsimmmmmmmsisis
limbă|menciuroasă|3 limbămenciuroasă3 immmsimmmmmmmmmsc
ce|da-se-va|ție|sau ceda-se-vațiesau isimmmmmmsimsims
ce|se|va|adauge|ție cesevaadaugeție isisisimmmmsims
cătră|limbă|menciuroasă|4|săgeatele|putearnicului cătrălimbămenciuroasă4săgeateleputearnicului immmsimmmsimmmmmmmmmscimmmmmmmsimmmmmmmmmmms
ascuțite|cu|aprinșii|cărrburi|pustinei|5|vai ascuțitecuaprinșiicărrburipustinei5vai immmmmmsisimmmmmmsimmmmmmsimmmmmmscims
mie|că|veritul miecăveritul imsisimmmmms
mieu|delungă-se|întraiu|cu mieudelungă-seîntraiucu immsimmmmmmmmsimmmmmsis
satele|chedariului|6|multu|oaspe satelechedariului6multuoaspe immmmsimmmmmmmmmscimmmsimmms
fu|sufletul|mieu|cu|ceia|ce fusufletulmieucuceiace isimmmmmmsimmsisimmsis
urrîia|pacele|fuiu|îm|pace|7|cîndu urrîiapacelefuiuîmpace7cîndu immmmsimmmmsimmsisimmscimmms
cu|mere|în|deșărtu cumereîndeșărtu isimmsisimmmmms
120|cîntecul|stepeni|1|rrădicaiu 120cînteculstepeni1rrădicaiu imsimmmmmmsimmmmmscimmmmmmms
ochii|miei|în|codri|de|unde ochiimieiîncodrideunde immmsimmsisimmmsisimms
vere|agiutor|mie|2|agiutoriul|mieu|de vereagiutormie2agiutoriulmieude immsimmmmmsimscimmmmmmmmsimmsis
la|domnul|cela ladomnulcela isimmmmsimms
ce|feace|ceriul|și cefeaceceriulși isimmmsimmmmsis
pă-|și|de|limbă|menciuroasă pă-șidelimbămenciuroasă imsisisimmmsimmmmmmmmms
3|ce|da-se-va|ție|sau|ce 3ceda-se-vațiesauce cisimmmmmmsimsimsis
se|va|adauge|ție|cătră|limbă|menciuroasă sevaadaugețiecătrălimbămenciuroasă isisimmmmsimsimmmsimmmsimmmmmmmmms
4|săgeatele|putearnicului 4săgeateleputearnicului cimmmmmmmsimmmmmmmmmmms
ascuțite|cu|aprinșii|cărrburi ascuțitecuaprinșiicărrburi immmmmmsisimmmmmmsimmmmmms
pustinei|5|vai|mie|că pustinei5vaimiecă immmmmmscimsimsis
veritul|mieu|delungă-se|întraiu|cu|satele veritulmieudelungă-seîntraiucusatele immmmmsimmsimmmmmmmmsimmmmmsisimmmms
chedariului|6|multu|oaspe|fu|sufletul|mieu chedariului6multuoaspefusufletulmieu immmmmmmmmscimmmsimmmsisimmmmmmsimms
cu|ceia|ce cuceiace isimmsis
urrîia|pacele|fuiu|îm urrîiapacelefuiuîm immmmsimmmmsimmsis
pace|7|cîndu|grăiia|lor pace7cîndugrăiialor immscimmmsimmmmsims
lupta-se|cu|mere|în|deșărtu|120 lupta-secumereîndeșărtu120 immmmmmsisimmsisimmmmmsims
vere|agiutor|mie|2 vereagiutormie2 immsimmmmmsimsc
agiutoriul|mieu|de|la|domnul agiutoriulmieudeladomnul immmmmmmmsimmsisisimmmms
cela|ce|feace|ceriul|și|pă- celacefeaceceriulșipă- immsisimmmsimmmmsisims
rele|noastre|în|curțile|tale|ierosalimu|3 relenoastreîncurțiletaleierosalimu3 immsimmmmmsisimmmmmsimmsimmmmmmmmsc
ierosalimu|zidimu|ca ierosalimuzidimuca immmmmmmmsimmmmsis
lui|depreură|4|acolo|suiră luidepreură4acolosuiră imsimmmmmmscimmmsimmms
rrodurele|gerunchele|domnului|mărturiia|lui|izdrail rrodurelegeruncheledomnuluimărturiialuiizdrail immmmmmmsimmmmmmmmsimmmmmmsimmmmmmmsimsimmmmms
se|se|ispovedească|numelui|domnului|5|că seseispovedeascănumeluidomnului5că isisimmmmmmmmmmsimmmmmsimmmmmmscis
aceia|ședzură|în aceiaședzurăîn immmsimmmmmsis
e|în|casa|lui|davidu eîncasaluidavidu cisimmsimsimmmms
potearea|ta|și poteareatași immmmmmsisis
stîlpu|păreților|tăi|8|dereptu stîlpupărețilortăi8dereptu immmmsimmmmmmmsimscimmmmms
frații|miei|și|vecirii|miei|grăiiu frațiimieișiveciriimieigrăiiu immmmsimmsisimmmmmsimmsimmmms
dzăului|nostru|cău- dzăuluinostrucău- immmmmsimmmmsimms
taiu|bire|ție|122 taiubireție122 immsimmsimsims
cîntece|stepene|1|cătră|tire cîntecestepene1cătrătire immmmmsimmmmmscimmmsimms
rrădicaiu|ochii|miei|viitoriul|spre|ceriu rrădicaiuochiimieiviitoriulspreceriu immmmmmmsimmmsimmsimmmmmmmsimmsimmms
2|adecă|ca|ochii|șerbilor|în|mîrule 2adecăcaochiișerbilorînmîrule cimmmsisimmmsimmmmmmsisimmmms
domnilor|săi|ca domnilorsăica immmmmmsimsis
ochii|șearbelor|în|mîrule ochiișearbelorînmîrule immmsimmmmmmmsisimmmms
doamnelor|sale|așia|și|ochii doamnelorsaleașiașiochii immmmmmmsimmsimmsisimmms
noștri|cătră|dumnădzăul|nostru|pîră|ieftini-va noștricătrădumnădzăulnostrupîrăieftini-va immmmsimmmsimmmmmmmmsimmmmsimmsimmmmmmmms
3|miluiaște|pre|noi|doamne|miluiaște|pre 3miluiașteprenoidoamnemiluiaștepre cimmmmmmmsimsimsimmmmsimmmmmmmsims
împlumu-ne|de|ocărrîre|4 împlumu-nedeocărrîre4 immmmmmmmsisimmmmmmsc
ce|mai|vîrtos|împlu-se|sufletul cemaivîrtosîmplu-sesufletul isimsimmmmsimmmmmmsimmmmmms
nostru|de|împutare|ce|înmulțescu-o|și nostrudeîmputareceînmulțescu-oși immmmsisimmmmmmsisimmmmmmmmmmsis
nu|vrea|domnul nuvreadomnul isimmsimmmms
fi|întru|noi|se fiîntrunoise isimmmsimsis
dzică|acmu|izdrail|2|că dzicăacmuizdrail2că immmsimmsimmmmmscis
se|nu|vrea|domnul|psalmul|125 senuvreadomnulpsalmul125 isisimmsimmmmsimmmmmsims
2|bucurie|rrostului|nostru|și|limbiei|noastre 2bucurierrostuluinostrușilimbieinoastre cimmmmmsimmmmmmmsimmmmsisimmmmmsimmmmms
veselie|atunce|gice-vor veselieatuncegice-vor immmmmsimmmmsimmmmmms
se|facă|cu|ruși|3 sefacăcuruși3 isimmsisimmsc
mărit-au|domnul|se|facă|cu|noi mărit-audomnulsefacăcunoi immmmmmsimmmmsisimmsisims
fum|veselindu-ne|4|toarnă|doamne|prădarea|noastră fumveselindu-ne4toarnădoamneprădareanoastră imsimmmmmmmmmmscimmmmsimmmmsimmmmmmsimmmmms
ca|izvoarăle|cu caizvoarălecu isimmmmmmmsis
austrul|5|ce|samărară austrul5cesamărară immmmmscisimmmmmms
cu|lacrămi|în|bucurie|secera-vor culacrămiînbucuriesecera-vor isimmmmmsisimmmmmsimmmmmmmms
6|îmblîndu|îmbla|și|plîngea|lepădîndu 6îmblînduîmblașiplîngealepădîndu cimmmmmmsimmmsisimmmmmsimmmmmmms
semențele|sale|e|viindu|biru|cu|bucurie semențelesaleeviindubirucubucurie immmmmmmsimmscimmmmsimmsisimmmmms
stepene|1|se|nu|domnul stepene1senudomnul immmmmscisisimmmms
zidire|casa|în|deșert|trudi-se|vrea zidirecasaîndeșerttrudi-sevrea immmmsimmsisimmmmsimmmmmmsimms
zidindu|se|nu|domnul|veghiare|cetatea|în zidindusenudomnulveghiarecetateaîn immmmmsisisimmmmsimmmmmmsimmmmmsis
deșertu|preveghe|veghetoriul deșertuprevegheveghetoriul immmmmsimmmmmmsimmmmmmmmms
iaste|mîre-|carea|sculați-vă|pușii iastemîre-careasculați-văpușii immmsimmmsimmmsimmmmmmmmsimmms
a|ședea|ce|mîncați|pînre|dureare aședeacemîncațipînredureare cimmmsisimmmmmsimmmsimmmmms
cîndu|vă|da|iubiților|săi|somnu|3 cînduvădaiubițilorsăisomnu3 immmsisisimmmmmmmsimsimmmsc
fiii|prețul|plodului|mațelor fiiiprețulploduluimațelor immsimmmmsimmmmmmsimmmmms
4|ca|săgeatele|în|mîrule 4casăgeateleînmîrule cisimmmmmmmsisimmmms
silnicului|așia|fii|scoși|5|ferice silniculuiașiafiiscoși5ferice immmmmmmmsimmsimsimmmscimmmms
nu|se|vor nusevor isisims
dracilor|săi|în|uși|cîntece dracilorsăiînușicîntece immmmmmsimsisimsimmmmms
stepene|127|1|ferice|de|toți stepene1271fericedetoți immmmmsimscimmmmsisimms
ce|se|temu|de|domnul|cei|ce cesetemudedomnulceice isisimmsisimmmmsimsis
îmblă|în|calea îmblăîncalea immmsisimmms
lui|2|trudul|rrodului lui2trudulrrodului imscimmmmsimmmmmms
tău|mînca-veri|ferice|ești|și tăumînca-verifericeeștiși imsimmmmmmmmsimmmmsimmsis
bire|ție|va|fi|3|muiarea birețievafi3muiarea immsimsisiscimmmmms
tale|psalmul|129 talepsalmul129 immsimmmmmsims
nedejdui|sufletulu|mieu|spre|domnul nedejduisufletulumieuspredomnul immmmmmsimmmmmmmsimmsimmsimmmms
de|straja|de|demîreață|pîră|în destrajadedemîreațăpîrăîn isimmmmsisimmmmmmmsimmsis
7|ca|de|la 7cadela cisisis
domnul|e|mesereare|și|multă domnulemesereareșimultă immmmscimmmmmmmsisimmms
de|la|dinsul|izbăvire|8|și deladinsulizbăvire8și isisimmmmsimmmmmmscis
acela|izbăveaște|creștirul|de|toate|fărăleagele|lui acelaizbăveaștecreștiruldetoatefărăleagelelui immmsimmmmmmmmsimmmmmmmsisimmmsimmmmmmmmmsims
doamne|nu|se|rrădică doamnenuserrădică immmmsisisimmmmms
înrema|mea|nece|se|înralță înremameaneceseînralță immmmsimsimmsisimmmmms
ochii|miei|nice|îmblaiu|cu|înralții ochiimieiniceîmblaiucuînralții immmsimmsimmsimmmmmsisimmmmmms
nice|cu|mai|mirurații|de|mere|2 nicecumaimirurațiidemere2 immsisimsimmmmmmmsisimmsc
se|nu|plecare senuplecare isisimmmmms
sufletul|mieu|ca|sugătoriul|spre sufletulmieucasugătoriulspre immmmmmsimmsisimmmmmmmmsimms
