pravilaacestaiaste immmmmsimmmmsimmms
cutoatăînrimașineteamemu isimmmsimmmmsisisimmmmms
detireșicearemufațata18 isimmsisimmmmmsimmsisis
nurrușiranoi isimmmmmsims
cefăcunoi isisisims
dupăblîndziiatașidupă immsimmmmmmmsisisimms
mulțimeamileeitale19șiscoate-ne immmmmmsimmmmsimmsisisimmmmmmms
dupăciudeletaleșidăslavănumelui immsimmmmmsimmsisisimmmsimmmmms
tăudoamne20 imsimmmmsis
șiserrușireadze-setoți isisimmmmmmmmmmmmsimms
ceiaceivăscușerbilorutăi immsisimmmmsimmmmmmmsims
rrăușiserrăcească-sedetoate immsisisimmmmmmmmmmsisimmms
tăriileșităriialorsefrîngă-se21 immmmmsisimmmmsimsisimmmmmmmsis
șisecunoască isisimmmmmms
cătueștidomnul isisimmsimmmms
dumnedzăuurulșislăvitupretutindirea immmmmmmsimmsisimmmmmsimmmmmmmmmmms
22șinustaarruncînduei isisisimsimmmmmmmmsis
slugileîmpăratuluiaprindzînducuptoriulcurășirăși immmmmsimmmmmmmmmsimmmmmmmmmsimmmmmmmsisimmmmsis
cusmoalăși isimmmmsis
cupozderiișicu isimmmmmmsisis
vițe23șivărrsa-separra immsisisimmmmmmmsimmms
precuptoriuprepatrudzecișinoao imsimmmmmmsimsimmmmmmmmsisimms
decoți24șicungiurășiarrse isimmsisisimmmmmmsisimmms
ceiaceaflă immsisimms
lacuptoriulhaldeiloru25 isimmmmmmmsimmmmmmmmsis
eîngeruldomnuluideștinsedepreură cimmmmmsimmmmmmsimmmmmmsimmmmmms
cuazarieeifecioriîncuptoriuși isimmmmmmsimmmmmsisimmmmmmsis
luo-vorvopaiefoculuidincuptoriu26și immmmmsimmmmsimmmmmsimsimmmmmmsisis
feacepremijlocu immmsimsimmmmms
decuptoriucaduh isimmmmmmsisims
blîndusurîndușinuse immmmsimmmmmsisisis
atinsedeaciefucul27atunce immmmsisimmsimmmsisimmmms
aceiatoțitreicacuunrrostu immmsimmsimmsisisisimmmms
cîntașidulce-cuvînta immmsisimmmmmmmmmmms
șislăviiadumnedzăudin isimmmmmsimmmmmmmsims
cuptoriugrăindu28blagoslovituești immmmmmsimmmmmsisimmmmmmmmmmsimms
doamnedumnedzăulpărințilornoștrișipreacîntatu immmmsimmmmmmmmsimmmmmmmmsimmmmsisimmmmmmmmms
șipreaînrălțatueluînveacu29și isimmmmmmmmmmmsimsisimmmsisis
blagoslovitunumeleslaveei immmmmmmmmmsimmmmsimmmmms
talesfîntușipreacîntatu immsimmmmsisimmmmmmmmms
șipreaînrălțatueluînveacu isimmmmmmmmmmmsimsisimmms
30blagoslovitueștiîmbesearecasfîntă isimmmmmmmmmmsimmsisimmmmmmmsimmmms
slaveeitaleșipreacîntatușipreaînrălțatuîn immmmmsimmsisimmmmmmmmmsisimmmmmmmmmmmsis
veacu31blagoslovitu immmsisimmmmmmmmmms
eșticevedzifără-fundurele immsisimmmsimmmmmmmmmmmms
șiședzipreherovimiși isimmmsimsimmmmmmsis
preacîntatușipreaînrălțatuînveacu32 immmmmmmmmsisimmmmmmmmmmmsisimmmsis
blagoslovitueștiprescaunulslăvituîmpărățieitale immmmmmmmmmsimmsimsimmmmmsimmmmmsimmmmmmmmsimms
șipreacîntatu33 isimmmmmmmmmsis
șipreaînrălțatuînveacu isimmmmmmmmmmmsisimmms
cînteceleatreisfințifeciori immmmmmmscimmsimmmmsimmmmms
cîntareaaopta34blagoslovițitoate immmmmmscimmsisimmmmmmmmmmsimmms
lucrureledomnuluidomnuluicîntațișipreaînrălțațielu immmmmmmsimmmmmmsimmmmmmsimmmmmsisimmmmmmmmmmmsims
înveacu35 isimmmsis
blagoslovițiîngeriidomnulceriul immmmmmmmmmsimmmmmsimmmmsimmmms
domnuluidomnului36cîntațiși immmmmmsimmmmmmsisimmmmmsis
preaînrălțațieluînveacu37blagosloviți immmmmmmmmmmsimsisimmmsisimmmmmmmmmms
apeletoatece-supremaisusude immmsimmmsimmmsimsimsimmsis
ceriușitoate immmsisimmms
sileledomnului38domnului immmmsimmmmmmsisimmmmmms
cîntațișipreaînrălțațieluîn immmmmsisimmmmmmmmmmmsimsis
veacu39-40blagoslovițisoareleșilura immmsimmmsimmmmmmmmmmsimmmmmsisimms
stealeleceriuluidomnuluicîntațișipreaînrălțațielu immmmmmsimmmmmmsimmmmmmsimmmmmsisimmmmmmmmmmmsims
înveacu41-42 isimmmsimmms
blagoslovițitoateploileși immmmmmmmmmsimmmsimmmmsis
rroaoașitoateduhureledomnului immmmsisimmmsimmmmmmsimmmmmms
cîntațișipreaînrălțațieluînveacu immmmmsisimmmmmmmmmmmsimsisimmms
43-44blagoslovițifoculșizăduvulfrigulși immmsimmmmmmmmmmsimmmsisimmmmmsimmmmsis
fierrbenteledomnuluicîntați immmmmmmmmmsimmmmmmsimmmmms
șipreaînrălțațieluîn isimmmmmmmmmmmsimsis
veacu4548blagoslovițirroaole immmsisisimmmmmmmmmmsimmmmms
șiiniileghețileșigeruldomnului isimmmmsimmmmmsisimmmsimmmmmms
cîntațișipreaînrălțațieluînveacu49-50 immmmmsisimmmmmmmmmmmsimsisimmmsimmms
blagoslovițibrumeleși immmmmmmmmmsimmmmmsis
neilefulgeriulșinuorii immmsimmmmmmmsisimmmms
domnulcîntațișipreaînrălțațielu immmmsimmmmmsisimmmmmmmmmmmsims
înveacu46-47blagoslovițilumirași isimmmsimmmsimmmmmmmmmmsimmmmsis
întureareculnopțieișizileledomnulcîntațiși immmmmmmmmmsimmmmmsisimmmmsimmmmsimmmmmsis
preaînrălțațieluîn immmmmmmmmmmsimsis
veacu51-52blagoslovițipămîntul immmsimmmsimmmmmmmmmmsimmmmmms
codriișimunțiișitoate immmmsisimmmmsisimmms
cerrăsaruîntr-înșiidomnuluicîntațiși isimmmmmsimmmmmmmmsimmmmmmsimmmmmsis
preaînrălțațieluînveacu55-56blagoslovițimarea immmmmmmmmmmsimsisimmmsimmmsimmmmmmmmmmsimmms
șirriurelecheției isimmmmmmsimmmmms
șiizvoarreleșitoate isimmmmmmmmsisimmms
cetragu-seîntr-apădomnuluicîntați isimmmmmmsimmmmmmsimmmmmmsimmmmms
șipreaînrălțațieluînveacu57-58 isimmmmmmmmmmmsimsisimmmsimmms
blagoslovițitoatepasărileceriuluifierileșitoate immmmmmmmmmsimmmsimmmmmmsimmmmmmsimmmmmsisimmms
viteledomnuluicîntați immmmsimmmmmmsimmmmms
șipreaînrălțațieluîn isimmmmmmmmmmmsimsis
veacu59-60blagoslovițifiiioameriloru immmsimmmsimmmmmmmmmmsimmsimmmmmmmms
șiblagosloviizdraildomnuluicîntațiși isimmmmmmmmsimmmmmsimmmmmmsimmmmmsis
preaînrălțațieluînveacu61-62blagoslovițipreuți immmmmmmmmmmsimsisimmmsimmmsimmmmmmmmmmsimmmms
domnulșirrbiidomnului immmmsimmmmmsimmmmmms
domnuldomnuluicîntațiși immmmsimmmmmmsimmmmmsis
preaînrălțațieluînveacu63-64 immmmmmmmmmmsimsisimmmsimmms
blagoslovițiduhureleșisufletelederepțiloruși immmmmmmmmmsimmmmmmsisimmmmmmmsimmmmmmmmmsis
preacuvinioșilorușismerițilorucuînrimiledomnuluicîntați immmmmmmmmmmmmmmsisimmmmmmmmmsisimmmmmmsimmmmmmsimmmmms
șipreaînrălțațielu isimmmmmmmmmmmsims
înveacu65blagosloviți isimmmsisimmmmmmmmmms
ananieazariemisailedomnulcîntați immmmsimmmmsimmmmmsimmmmsimmmmms
șipreaînrălțațieluînveacublagosloviți isimmmmmmmmmmmsimsisimmmsimmmmmmmmmms
apostoliiprorociimuncițiidomnuluidomnulcîntațiși immmmmmmsimmmmmmsimmmmmmsimmmmmmsimmmmsimmmmmsis
preaînrălțațieluîn immmmmmmmmmmsimsis
veacublagoslovimtatălși immmsimmmmmmmmmsimmmsis
fiiulșisfîntulduhudomnu immmsisimmmmmsimmsimmms
cîntămușipreaînrălțămueluînveacu immmmmsisimmmmmmmmmmmsimsisimmms
șiacmușipurureașiînveacul isimmsisimmmmmsisisimmmms
veaculuiadevărulăudamu immmmmmsimmmmmsimmmmms
șiblagoslovimuînchirămu-nedomnului isimmmmmmmmmmsimmmmmmmmmmsimmmmmms
domnulcîntîndușipreaînnrălțînduelu immmmsimmmmmmsisimmmmmmmmmmmmmsims
înveacucîntareaadzăuluinăscătoarea isimmmsimmmmmmscimmmmmsimmmmmmmmms
ceedinlucasfîntadulceațăcîntarea iscimsimmsimmmmsimmmmmmsimmmmmms
anoaoaluca cimmmsimms
146măreaștesufletul cisimmmmmmsimmmmmms
mieudomnul47șibucură-se immsimmmmsisisimmmmmmms
duhulmieuîndumnedzăulspăsitoriulmieu immmsimmsisimmmmmmmmsimmmmmmmmmsimms
48căcăutăpresmerenieșearbeeisale isisimmmsimsimmmmmmsimmmmmmsimms
șiamude-acmu isimsimmmmms
fereca-me-vorutoaterrodurele49 immmmmmmmmmmmsimmmsimmmmmmmsis
căfeacemiemăriretarele isimmmsimsimmmmsimmmms
șisfîntulnumelelui50și isimmmmmsimmmmsimsisis
milaluiînrodșiînrrod immsimsisimsisisimms
cetemu-sede isimmmmmsis
elu51feacețineare imsisimmmsimmmmms
brațelorusalesparrsetrufacugeteloru immmmmmmsimmsimmmmmsimmmsimmmmmmmms
înrimieiloru52împensetariidin immmmmmsimmsisimmmmmsimmmsims
scaunușirrădicăsmeriții53șiflămîndzii immmmsisimmmmmsimmmmmmsisisimmmmmmmms
împluîndulceață immmsisimmmmmms
șibogațiilăsă-ideșerrți isimmmmmsimmmmsimmmmmms
54preimiizdrailufeciorulsău isimmmmsimmmmmmsimmmmmmsims
sepomeneascămilasa55ca isimmmmmmmmsimmsisisis
grăicătrăpărințiinoștriluiavramuși immsimmmsimmmmmmsimmmmsimsimmmmsis
semînțaluipîră immmmmsimsimms
înveacuînțelepciureazaharieei isimmmsimmmmmmmmmmmsimmmmmmms
tatălluiioanudinluca immmsimsimmmsimsimms
dulce-vestiriluca168blagoslovitudomnu immmmmmmmmmmsimmscisimmmmmmmmmmsimmms
dumnedzăulluiizdrailcăsocotișifeace immmmmmmmsimsimmmmmsisimmmmsisimmms
izbăvireoamerilorusăi immmmmmsimmmmmmmmsims
69șirrădicăcorrnul isisimmmmmsimmmmms
spăsenieeinoastreîncasalui immmmmmmmsimmmmmsisimmsims
davidufecioruluisău70cădzise immmmsimmmmmmmmsimsisisimmms
currosturelesvențilorudeveacuprorociilui isimmmmmmmmsimmmmmmmmsisimmmsimmmmmmsims
prorociiluiîncepuiu immmmmmsimsimmmmmms
rujdelnițalunarăpciunide immmmmmmmsimmsimmmmmmsis
vanașteficiorulfi-vacinstit isimmmsimmmmmmsimmmsimmmmms
1221deaiel ccisisisis
vabolirăucinuvamuri isimmsimsisisisimms
nărocvaave immmsisims
laoișila isisisis
totdobitoculșideo imsimmmmmmmsisisc
vităîn4picioarevașcupa immsiscimmmmmmsisimmms
șivafiîmblătorîncaleși isisisimmmmmmsisimmsis
vafivorovitoriu isisimmmmmmmmms
șivafigrijiv isisisimmmms
șicarnedecaprăsă isimmmsisimmmsis
numînceîntr-aceaiălunăce-unăscut isimmmsimmmmmmmmmsimmsimmsimmmms
cînduvatunasănumargăsup immmsisimmsisisimmmsims
copacișiva immmmsisis
fiiubitoriulaoaspeț isimmmmmmmsisimmmms
șilacărtularișiva isisimmmmmmmsisis
fiînțeleptșisă-șifacăpărăclisul isimmmmmmsisimmmsimmsimmmmmmmms
bogorodițeișivafibărbatșinumai immmmmmmmmsisisisimmmmsisimmms
dedumnezăuce isimmmmmmsis
săvatemeși isisimmsis
decătrăbătrînețebine isimmmsimmsimmmsimms
vavie121532 isimsccisis
letelvabolișivaa imsisisimmsisisc
veprimejdici isimmmmmmsis
nuvamurice isisimmsis
devatrecedeacele isisimmmsisimmms
elvavie101letde isisimsimsimsis
săvarăzbolileac3grăunțede isisimmmmmsimmscimmmmmsis
dafinșiuleiu immmsisimmms
delemnușitămîie isimmmsisimmmms
albăsălemesteceși immsisisimmmmmsis
săvasănătoșisăslujascăsîmtă isisimmmmmmsisimmmmmmsimmms
măriemicădevafifat immmsimscisisisims
ă3ai ccis
vabolirăuși isimmsimsis
vafilungărațăîn isisimmmmmmscis
fațășivafivorovitoare imscisisisimmmmmmmmms
șiiubi-valaoaspețișivafi isimmmmmsisimmmmmsisisis
mînioas immmscc
ăcenuva cisisis
ținemultșimulțibărbaț immsimmsisimmmsimmmms
ovorcereșiiubi-vași cimsimmsisimmmmmsis
unvoinicșinuovaluo isimmmmsisiscisims
șivaluoa isisimms
altulșicuel immmsisisis
binevavieșiva immsisimsisis
facegloatămestecatășide immsimmmmsimmmmmmscisis
tinărăsăvatemecănuva immmmsisisimmsisisis
faceficioriiară immsimmmmmsimms
apoimultusăva immsimmmsisis
bucurași-ivamuriun immmmsimmsisimmsis
ficiordebubeșinoaptesă immmmsisimmsisimmmmsis
nubeapășisănu isisimsisccis
îmblenoaptecă immmsimmmmsis
vadobîndio isimmsimsc
greațășivaave immmscisisims
vederenaintesfatuluicîndvafi immmmsimmmmsimmmmmmsimmsisis
de12aivinerisănulucre isisisimmmmsisisimmms
nemnicanicesă immmmmsimmsis
mănîncede2ca immmmmsiscis
sănuodoaiecapul isiscimmmsimmms
niceochiinărocvaavela immsimmmsimmmsisimsis
stupișilaoișila immscisisisisis
vacinegreși immsimmmsis
vabolidevărsat isimmsisimmmms
șivaaveun isiscisis
semnîncapșiîntr-omînă immsisimsisimmmmsimms
șiîntr-unpiciorpremejdivaa isimmmmscimmmmsimmmmmmsisc
ve611 iscis
39letdeva isimsisis
treceiavafivie immmsisisisims
74letdesăvarăzboli isimsisisisimmmmms
leacfloaredetrandafir immsimmmmsccimmscimms
șirădăcinăde isimmmmmmsis
bujorșitămîiealbă immmsisimmmmsimms
sălemestecesăsă isisimmmmmsisis
ungășisăvavindecapraz immsisisisimmmmmsimms
uspenieînlunalubrumariudeva immmmmsisimmsisimmmmmmsisis
nașteficiorulfi-va immmsimmmmmmsimmms
micînstatși imsisimmsis
lapărusmadșivorovitoriu isimmsimmsisimmmmmmmmms
devaînvățacarteelva isisimmmmsimmmsisis
ficinstitdetînărvacamunci isimmmmmsisimmmsisisimmms
șivaîntra isisimmms
încasăîmpărătiască isimscimmmmmmmmmms
șivafistringătoriude isisisimmmmmmmmmmsis
aurșivacădeîntr-ogriaț imsisisimmsimmmmsimmms
ășidetinărvamergela cisisimmmsisimmmsis
giudecatăși immmmmmscis
vaaveun iscisis
semnîncapșiîntr-o immsisimsisimmmms
mînășiînfațăși immsisisimscis
laoapăvaavefr iscimsisimscc
icămarece imsimmsis
săroagepredumnezău isimmmsimsimmmmmms
șiprestinicolaeși isimsimsimmmmmsis
sănusăsuie ccisccimms
încopacicăvacădeșis isimmmmsisisimmsisc
ănusă cisis
rămășuiascăcu immmmsisimsis
nimeșivadobîndio immsisisimmmmmsc
ranădealtălimbășiva immsisimmsimmmsisis
dobîndiogreațășiofricămare immmmmscimmmmsiscimmmsimms
în7chipure iscimmmmms
șivasămoară isisisimmms
undesăsvădescsă immsisimmmmscis
numargăcăvadobîndio isimmmsisisimmmmmsc
vătămăturăprimejdivaavecînduva immmmmmmscimmmmmmsisimsimmmsis
fide20 isisis
aidevatrece isisisimmms
decieelvavie isimsisisims
95letdesăvarăzboli isimsisisisimmmmms
leacrădăcinădecrinșitămîiealbă immsimmmmmmsisimmsisimmmmsimms
șiuleiude isimmmsis
lemnsălepiseze immsisisimmmms
săsăungăcăsă isisimmsisis
vavindecaprazstinikolde isimmmmmsimmsimsimmmsis
săvanaștefatăfi-vafrumoasă isisimmscimmsimmmsimmmmmms
înfață isimsc
ochivaave immsiscis
cuviioșșivaficertătoare immmmmsisisisimmmmmmmms
prebărbatșipretoatăgloata imsimmmmsisimsimmmsimmmms
ogriațăvaavemare ciscimsisimsimms
cesă iscc
vaizbăvideiă isimmmmsisis
șideficioruldintîiuva isisimmmmmmsimmmmmsis
avegrijadealțiisă imsimmmsisimmscis
vabucurașiovamușcaun isimmmmsiscisimmmsis
șarpeșiva immmsisis
bolidemînice immsisimmsis
săpoartelaia ccimmmmsisis
72denumealuhristos isisimmscisimmmmms
scrisesănusăapropie immmscisisccimmmmms
duhulnecuratde immmsimmmmmsis
iaboli-vadecap isimmmmmsisims
șidepicioareșiva isisimmmmmmsisis
aveneștecuvintereledenește imsimmmsimmmmmsimmsisimmms
oaminiunsemnvaaveîncap immmmsisimmsisimsisims
șiînspate isisimmms
șiînbrațeprimejdi isisimmmsimmmmmms
vaavecînduvafi isimsimmmsisis
de7ani33deva iscimsisisis
treceiavavie89deai immmsisisimsisisis
desă iscc
varăzbolileacuntdelemn isimmmmmsimmsimmmmmmms
șitămîiealbăsăle isimmmmsimmsisis
mestecesăsăungășisă immmmmsisisimmsisis
săafumeprazstamarinînluna isimmmsimmsimsimmmsisimms
lubrumarmare isimmmmsimms
devanaște isisimmsc
ficiorulfi-vaînțeleptșislăvit immmmmmsimmmsimmmmmmsisimmmms
șivafimîniosmînie ccisisimmmmsimmms
denăprasnășinusăvateme isimmmmmmsisisisisimms
denimicăși isimmmmsis
vafibăutoriula isisimmmmmmsis
vinșiiubitoriudemuieri imsisimmmmmmmsisimmmms
șideoaspețișiș-arpune isisimmmmmsisimmsimms
șicapulpintrusoțiiluiși isimmmsimmmmsimmscimsis
cuiva iscis
facebinenu-i isisimmsimms
vaaveharce iscisimsis
mairăuvaauzideacela imsimsisimmsisimmms
detoțivaficunoscutșicîndu isimmsisisimmmmmmsisimmms
vafide isisis
20deaiva isisisis
cădeîntr-oboalămareci immsimmmmsimmmsimmsis
săvasculanărocvaave isisimmmsimmmsisims
lavitenegremuieredintîiuave-vagrije isimmsimmmsimmmmsimmmmmsimmmmsimmms
demoarteși isimmmmsis
înbrațeprimejdiva isimmmsimmmmmmsis
ave929aiiară imscisisimms
devatrecedeacieel isisimmmsisimmsis
vavie89deaidesă isimsisisisisis
varăz isisc
bolileac3grăunțe immsimmscimmmmms
dedafinșiuntdelemnsă isimmmsisimmmmmmmsis
lemesteceșisăsăafume isimmmmmsisisisimmms
căsăvavindecaprazvracde isisisimmmmmsimmsimmsis
vanaștefată isimmmsimms
fi-vafrumoasăîn immmsimmmmmscis
fațășivaaveochi immsisisimsimms
frumoșișivafimînioa immmmmsisisisimmmsc
sășivaținemîniepuțin ccisisimmsimmmsimmms
detinărănu-i isimmmmsimms
vafirușinede isisimmmmsis
nimeșivafivorovitoare immsisisisimmmmmmmmms
șipintrubărbatuleiave-vao isimmmmsimmmmmmsisimmmmsc
greațășificioruldintîiuvamuride immmmsisimmmmmmsimmmmmsisimmsis
alțiisăva immmsisis
bucuraboli-vademîn immmmsimmmmmsisims
ișidetoateîncheieturile cisisimmmsimmmmmmmmmmms
cisăpoarte72denume isisimmmmsisisimms
aleluhristossănusăapropie imsisimmmmmsisisisimmmmms
duhulnecuratboli-va immmsimmmmmsimmmmms
decapșide isimsisis
picioareșivaavenește immmmmmsisisimsimmms
cuvinterelesămnuvaaveîn immmmmsimmsimmmsisimsis
capboli-vadecapșidetoate imsimmmmmsisimsisisimmms
încheieturileprimejdiva immmmmmmmmmmsimmmmmmsis
avecăvacăde imsisisimms
despreuncalsemnu isimmsisimsimmms
vaaveîncapșiva isimsisimsisis
aveofricărecisăsă imscimmmsisisisis
păzascădeun immmmmsisis
cuțitșideo immmsisisc
săgeatășideosăcure immmmmsisiscimmmms
șilaunriumare isisccimsimms
vaavefricășivaaruncaoarecine isimsimmmsisisimmmmsimmmmmms
păntrumuierelui immmmsimmmmsims
vaauziniștecuvinte isimmsimmmsimmmmms
reledevamergenainte immsisisimmmsimmmms
judecateișivaaveogriaț immmmmmmsisisimscimmms
ășiofricăîntr-onoaptede ciscimmmsimmmmsimmmmsis
unneprietnicmare isimmmmmmmmsimms
cesăsăroage isisisimmms
născutuluiluhristosși12 immmmmmmmsisimmmmmsisis
lucrurevastaprimejdipînăla immmmmsisimsimmmmmmsimmsis
moartedevatrecedecieva immmmsisisimmmsisimsis
vie86ani imsisims
șiînspateși isisimmmsis
înbrațeprimejdivaave isimmmsimmmmmmsisims
733letdevatrece cisimsisisimmms
decievavie89deai isimsisimsisisis
desăva isisis
războlileacuntdelemnși immmmmsimmsimmmmmmmsis
tămîiealbăsăseafume immmmsimmsisisimmms
șisăsăungășis isisisimmsisc
ăvavindecaprazstaamarinaîn cisimmmmmsimmsimmsimmmmsis
lunaîndrelede immsimmmmmsis
vanașteficiorulel isimmmsimmmmmmsis
vafimijlociiuînstat isisimmmmmmmsisimms
laozisvîntăvafi iscisimmmmsisis
născutdearăînvățacarteelară immmmsisimsimmmmsimmmsisims
fiînvățătoriututurora isimmmmmmmmmsimmmmmms
denuvaînvăța isisisimmmms
elvafimuncitoriuși isisisimmmmmmmmsis
devavresăslujascăave-va isisimsisimmmmmmsimmmms
cinstemaredeboierișidedomnu-său immmmsimmsisimmmmsisisimmmmmmms
detinărel isimmmsis
vaficămatniciară isisimmmmmmsimms
decătrăbătrînețebineva isimmmsimmmmmmmsimmsis
lăcuisemnevaavedevărsat immmsimmmsisimsisimmmms
poslaniegabanašegoishasu immmmmmsisisimmmmsisisis
nbsespadšeevă immsimmmmmsis
ierslimdentruceriucădzu immmmmsimmmmsimmmsimmms
întruierusalimpoveastefude immmsimmmmmmmsimmmmmmsisis
demultîntrusfîntaceatateierusalimuluiîntru immmmsimmmsimmmmsimmmmmsimmmmmmmmmmmsimmms
atiţeaaivăleat6000întîiucuvînt immmmsisisimmsimmsimmmmsimmmms
feaceșispuse immmsisimmms
dimareminunece isimmsimmmmsis
fuîntrusfîntabesearecăîntru isimmmsimmmmsimmmmmmmsimmms
cetateierusalimuluiascultaţioameniiubitori immmmsimmmmmmmmmmscimmmmmmmsimmmmsimmmmmms
laoameniadînculşiblîndeațelecefeace isimmmmsimmmmmsisimmmmmmmmmsisimmms
dumnedzăudereplucru immmmmmmsimmmsimmms
relenoastrecele isisimmmmmsimms
hitleanicădzuopiatrămică immmmmmsimmmscimmmmsimms
şirecedentruceriulîntruierusalim isimmsimmmmsimmmmsimmmsimmmmmmms
şidegreutateaeinimenuputia isisimmmmmmmsisimmsisimmms
spuniîntrudzilele immmsimmmsimmmmms
patriarhulierusalimuluifeacesăbor immmmmmmmsimmmmmmmmmmmsimmmsimmms
şifeacerugăîntri isimmmsimmsisims
dzileşiîntreinopțişi immmsisisimmsimmmsis
sfîntabdeanieşiglasfuapatriarhului immmmsimmmmmsisimmsiscimmmmmmmmmms
șipiatraşi isimmmmsis
odeșchiseșiaflă cimmmmmmsisimms
într-însascripturivedețițihii immmmmmmsimmmmmmmsimmmmsisims
omeneşticăîntîiuşiadoa immmmmmsisimmmmsiscims
oarătremişulavoiscripturişivoi immsimmmmmsisimsimmmmmmmsisims
nucredzutadecă isimmmmmsimmms
şiatreietremeatere iscimmmsimmmmmmmms
delatatulnostrunevăzut isisimmmsimmmmsimmmmms
arătăvooşinucrezutde immmsimsisisimmmmsis
ceînvațaiuprevoivoinucredzut isimmmmmmsimsimsimsisimmmmms
nicevăluat immsisimms
amentedecespuș immmmsisisimms
voaoşivoiulăsapre immsisimmsimmsims
voilimbipogîneşivorvărsa imsimmmsimmmmsisimsimmms
sîngelevostruşiaşanucredzutnice immmmmsimmmmsisimsisimmmmmsimms
ascultatevangheliamea immmmmmsimmmmmmmmsims
cumgreieşteceriulşi imsimmmmmmsimmmmsis
pămîntulvatreaceiară immmsimsisimmmmsimms
cuvîntulmiunuvatreaceăsa-voiu immmmmmsimsisisimmmmsimmmmmms
prevoiometşigerugreuși imsimsimmsisimmsimmsis
foameţişipară immmmmsisimms
şilăcusteşigăselniţi isimmmmmsisimmmmmmms
şiomoroamenilorşidobitoacelor isimmsimmmmmmmsisimmmmmmmmmms
şidetoategadineleşibroaşte isisimmmsimmmmmmsisimmmmms
şicărăbuşişivorcădeadeceste isimmmmmmsisimsimmmsisimmms
seamnemultederept immmmsimmmsimmmms
sfîntadumenecăînvierealui immmmsimmmmmmsimmmmmmsims
hristosșiderepchinuriledomnie-saile immmmmsisimmmsimmmmmmmsimmmmmmmmmms
dereptvenereașiașiadoarăvă immmmsimmmmmsisimmsimmmsis
vețipocăișiv-amdatvoogrîu immsimmmsisimmsimsimsimms
șivinşi isimsis
untşivăsăturaiu imsisisimmmmmms
șiiarămaimultrău isimmsimsimmsims
înciputafaceşigîndescua·piarde immmmmscimmsisimmmmmmsimmmmmms
toțioamenideprepomintdereptsfînta immsimmmmsisimsimmmmsimmmmsimmmms
dumenecăşiderept immmmmmsisimmmms
sfîntavenerea immsccimmmmms
şiiarămămilostivăscuderep isimmsisimmmmmmmmmmsimmms
sfînțimiiapostolișiderepîngeri immmmsimsimmmmmmsisimmmsimmmms
şidereprugăpreasfinteimaiceaceaiamă isimmmsimmsimmmmmmmmmsimmmsimmmmsis
roagăderepvoi immmsimmmsims
şi-miîntorşmîniedespre immmsimmmmsimmmsimmmms
voivăduoleşisăraciicură imsimmmmmsisimmmmmsimms
cătrăvoiplîngînduiarăvoipri immmsimsimmmmmmmsimmsimsims
înșinemiluiţiomiateleameleau immsimmmmmmmsimmmmmmscisisis
datvoorod imsimsims
iarăvoisăracilornu immsimsimmmmmmmsis
daţieprentrurăutațelevoastre immscimmmmmsimmmmmmmsimmmmms
elevoiusăcaînţelegeţioameninebuni imsimmsimmsimmmmmmmmsimmmmsimmmms
inimioarbecălimbilepăgînecenu immmsimmmsisimmmmmsimmmmsisis
ştiuleageaîncă immsimmmmsimms
dupăleagealorîmblă immsimmmmsimsimmms
udediuleageamiaşi cimmmsimmmmsimsis
botedzulmeuiarevoinuferit immmmmmsimsimmsimsisimmms
nuştiţioameninebunicăvenereazidiiu isimmmsimmmmsimmmmsisimmmmmsimmmms
omșifeciu isisimmms
ompreadamîn isimsimmsis
chipulmiunuştiţirăilor immmmsimsisimmmsimmmms
şifăcătorirăicăsfîntadumenecă isimmmmmmsimsisimmmmsimmmmmms
binevestiarhanghelgavriilcubucurieadomnului immmmmmmsimmmmmmmsimmmmmsisimmmmmscimmmmmms
născătoareîntrunazaret immmmmmmmsimmmsimmmmms
nuştițicăsfînta isimmmsisimmmms
dumenecăluaiubutedzulîntruiordan immmmmmsimmmsimmmmmmsimmmsimmmms
nuştițicăsfîntadumenecăînviş isimmmsisimmmmsimmmmmmsimmms
denmorţicamorțiisăînviecu imsimmmsisimmmmsisimmmsis
menecum immsisc
voinuînţeleasetulege imsisimmmmmmmmmsimms
imeleşiscripturilormele cimmsisimmmmmmmmmmsimms
căsfîntadumenecăvoiugiudecași isimmmmsimmmmmmsimmsimmmmmsis
viişimorţinuştiţicăvenerea imsisimmmsisimmmsisimmmmms
răstignire-măcuoţet immmmmmmmmmmsisimms
şicuheareadepară-mă isisimmmsimmmmmmmms
și-migăvozdirămînuleși-miprigvozdiră immmsimmmmmmmsimmmmsimmmsimmmmmmmmms
picioareleşicununădespiniîn immmmmmmmsisimmmmsisimmmsis
capu-mipuserăcusuliţeîncoastemă immmmmsimmmmsisimmmmsisimmmmsis
împunseră-măderepvoi immmmmmmmmmsimmmsims
şidereppăcatelevoastre isimmmsimmmmmmsimmmmms
decicenenuvacinsti immsimmsisisimmmms
sfîntavenerişiovalucra immmmsimmmmsiscisimmms
elîndzisălăcuiascăîntrufocul isisimsisimmmmmmmsimmmsimmms
netrecutunde-sviermii immmmmmsimmmmsimmmmms
neadurmiţişiscrîşcareade immmmmmmmsisimmmmmmmmsis
dințiarecinevacinsti immmsimsimmsisimmmms
sfîntavenerişiovaposti immmmsimmmmsiscisimmms
curatacelaomvaaveviaţanetrecută immmsimmmsisisimsimmmsimmmmmmms
