pravila|acesta|iaste pravilaacestaiaste immmmmsimmmmsimmms
şi|despărţi|domnedzeu|lumina|de|la şidespărţidomnedzeuluminadela isimmmmmmsimmmmmmmsimmmmsisis
domnedzeu|fie|tărie|în|mijlocul|apelor domnedzeufietărieînmijloculapelor immmmmmmsimsimmmsisimmmmmmsimmmms
feace|domnedzeu|tărie feacedomnedzeutărie immmsimmmmmmmsimmms
şi|despărţi|apele|ce şidespărţiapelece isimmmmmmsimmmsis
era|de|supt|tărie|de eradesupttăriede imsisimmsimmmsis
la|cealea|ce|era|desupra|tăriei lacealeaceeradesupratăriei isimmmmsisimsimmmmmsimmmms
şi|fu|aşa|8şi|chemă|domnedzeu|cea şifuaşa8şichemădomnedzeucea isisimsimsimmmsimmmmmmmsims
fu|seară|şi|demîneaţa fusearăşidemîneaţa isimmmsisimmmmmmms
zua|a|doa|9şi|zise zuaadoa9şizise imscimsimsimms
fu|aşa|10şi fuaşa10şi isimsimms
chemă|dumnedzeu|uscatul|pămînt chemădumnedzeuuscatulpămînt immmsimmmmmmmsimmmmmsimmmms
şi|strinsul|apelor|chemă|mare şistrinsulapelorchemămare isimmmmmmsimmmmsimmmsimms
şi|văzu|dumnezeu|că|fu|bine şivăzudumnezeucăfubine isimmsimmmmmmsisisimms
11şi|zise|dumnezeu|rodească|pămîntul|iarbă|vearde 11şizisedumnezeurodeascăpămîntuliarbăvearde immsimmsimmmmmmsimmmmmmsimmmmmmsimmmsimmmms
făcînd|sămînţă|şi făcîndsămînţăşi immmmsimmmmmsis
pomi|făcînd|rodul|său pomifăcîndrodulsău immsimmmmsimmmsims
după|fealul|său|care|sămînţă dupăfealulsăucaresămînţă immsimmmmsimsimmsimmmmms
fie|întru|sine|spre|pămînt|şi fieîntrusinesprepămîntşi imsimmmsimmsimmsimmmmsis
veardze|şi|pomi veardzeşipomi immmmmsisimms
roditori|cine|întru|sine roditoricineîntrusine immmmmmsimmsimmmsimms
rodiia|poamele|sale|după|a rodiiapoamelesaledupăa immmmsimmmmmsimmsimmsc
sa|fire|şi|văzu|dumnezeu|că safireşivăzudumnezeucă isimmsisimmsimmmmmmsis
fu|bine|13şi|fu|seară|şi|demîneaţă fubine13şifusearăşidemîneaţă isimmsimmsisimmmsisimmmmmmms
a|treia|zi atreiazi cimmmsis
14şi|zise|dumnedzeu|fie 14şizisedumnedzeufie immsimmsimmmmmmmsims
făpturi|luminoase|în|tăriia|ceriului făpturiluminoaseîntăriiaceriului immmmmsimmmmmmmsisimmmmsimmmmmms
şi|desparţă|dzua|şi|noaptea|şi şidesparţădzuaşinoapteaşi isimmmmmmsimmsisimmmmmsis
arate|seamne|vremi|adeverite|zile|şi|ani arateseamnevremiadeveritezileşiani immmsimmmmsimmmsimmmmmmmsimmsisims
15să|lumineaze|în 15sălumineazeîn immsimmmmmmmsis
tăriia|ceriului|cum|să tăriiaceriuluicumsă immmmsimmmmmmsimsis
16şi|făcu|dumnezeu|doao|lumini|mari 16şifăcudumnezeudoaoluminimari immsimmsimmmmmmsimmsimmmmsimms
lumina|mai|mică luminamaimică immmmsimsimms
să|slujască|nopţiei|după săslujascănopţieidupă isimmmmmmsimmmmmsimms
iale|spre|tăriia|ceriului|să|lumineaze ialespretăriiaceriuluisălumineaze immsimmsimmmmsimmmmmmsisimmmmmmms
spre|pămînt|18şi|să|slujască|zuoei|şi sprepămînt18şisăslujascăzuoeişi immsimmmmsimmsisimmmmmmsimmmsis
nopţiei|şi|să nopţieişisă immmmmsisis
desparţă|lumina|de|la desparţăluminadela immmmmmsimmmmsisis
întunearec|şi|vădzu|domnedzeu|că întunearecşivădzudomnedzeucă immmmmmmmsisimmmsimmmmmmmsis
e|bine|19şi|fu|seară|şi ebine19şifusearăşi cimmsimmsisimmmsis
demîneaţă|a|patra|dzi|20şi|zise|domnezeu demîneaţăapatradzi20şizisedomnezeu immmmmmmscimmmsimsimmsimmsimmmmmms
apele|să|facă apelesăfacă immmsisimms
şi|să|rodească|jiganii şisărodeascăjiganii isisimmmmmmsimmmmms
vii|şi|pasări|zburătoare|spre viişipasărizburătoarespre imsisimmmmsimmmmmmmmsimms
pămînt|supt|tăriia|ceriului|21şi|făcu pămîntsupttăriiaceriului21şifăcu immmmsimmsimmmmsimmmmmmsimmsimms
ce|se|clătesc|ce ceseclătescce isisimmmmmsis
rodiră|apele|după|firea|sa rodirăapeledupăfireasa immmmsimmmsimmsimmmsis
şi|tot|ce|zboară|după|fealul şitotcezboarădupăfealul isimsisimmmmsimmsimmmms
său|şi|văzu|domnedzeu|că|e|bine săuşivăzudomnedzeucăebine imsisimmsimmmmmmmsiscimms
22şi|blagoslovi|iale 22şiblagosloviiale immsimmmmmmmmsimms
zicînd|creaşteţi|şi|vă zicîndcreaşteţişivă immmmsimmmmmmmsisis
fu|seară|şi|demîneaţă|a|cincea|zi fusearăşidemîneaţăacinceazi isimmmsisimmmmmmmscimmmmsis
24şi|zise|domnezeu 24şizisedomnezeu immsimmsimmmmmms
rodească|pămîntul|jigănii|după rodeascăpămîntuljigăniidupă immmmmmsimmmmmmsimmmmmsimms
firea|sa|dobitoace|jiganii|şi fireasadobitoacejiganiişi immmsisimmmmmmmsimmmmmsis
fieri|după|fealul|lor|25şi|văzu fieridupăfealullor25şivăzu immmsimmsimmmmsimsimmsimms
domnedzeu|că|e|bine|26şi|zise|domnezeu domnedzeucăebine26şizisedomnezeu immmmmmmsiscimmsimmsimmsimmmmmms
pre|chipul|ce|să prechipulcesă imsimmmmsisis
domnească|pre|peştii|măriei|şi|dobitocului domneascăprepeştiimărieişidobitocului immmmmmmsimsimmmmsimmmmsisimmmmmmmmms
pasirilor|ceriului|şi|jivinilor|şi|a|tot pasirilorceriuluişijivinilorşiatot immmmmmmsimmmmmmsisimmmmmmmsiscims
pămîntului|şi|spre pămîntuluişispre immmmmmmmsisimms
toţi|viermii|ce|se toţiviermiicese immsimmmmmsisis
făcu|pre|om|lui|pre|obraz făcupreomluipreobraz immsimsisimsimsimmms
pre|obraz|lu|domnezeu|făcu|el|bărbat preobrazludomnezeufăcuelbărbat imsimmmsisimmmmmmsimmsisimmmms
şi|muiare|făcu şimuiarefăcu isimmmmsimms
ei|28şi|domnezeu|blagoslovi ei28şidomnezeublagoslovi isimmsimmmmmmsimmmmmmmms
ei|şi|zise|lor|creaşteţi eişiziselorcreaşteţi isisimmsimsimmmmmmms
şi|vă|înmulţiţi|şi|împleţi|pămîntul şivăînmulţiţişiîmpleţipămîntul isisimmmmmmmsisimmmmmsimmmmmms
şi|biruiţi|el|şi|domniţi|pre|pasările şibiruiţielşidomniţiprepasările isimmmmmsisisimmmmmsimsimmmmmms
ceriului|şi|a ceriuluişia immmmmmsisc
tot|fierilor|ce|se totfierilorcese imsimmmmmmsisis
leagănă|spre|pămînt|29şi|domnedzeu leagănăsprepămînt29şidomnedzeu immmmmsimmsimmmmsimmsimmmmmmms
dzise|iaca|am|dat|voao|toată dziseiacaamdatvoaotoată immmsimmsisimsimmsimmms
iarba|ce|face|sămînţă|spre|pămînt|şi iarbacefacesămînţăsprepămîntşi immmsisimmsimmmmmsimmsimmmmsis
toţi|pomii|ce toţipomiice immsimmmsis
au|în|sine|sămînţă auînsinesămînţă isisimmsimmmmms
de|fealul|lui|cum|să defealulluicumsă isimmmmsimsimsis
fie|voao|spre|mîncare|30şi|toate fievoaospremîncare30şitoate imsimmsimmsimmmmmsimmsimmms
toate|ce|se toatecese immmsisis
leagănă|spre|pămînt|şi leagănăsprepămîntşi immmmmsimmsimmmmsis
fu|aşa|31şi|vădzu|domnedzeu|toate|ce fuaşa31şivădzudomnedzeutoatece isimsimmsimmmsimmmmmmmsimmmsis
seară|şi|demîneaţă|a|şasea searăşidemîneaţăaşasea immmsisimmmmmmmscimmms
ceriul|şi|pămîntul|cu|toată|podoaba|a ceriulşipămîntulcutoatăpodoabaa immmmsisimmmmmmsisimmmsimmmmmsc
zi|lucrul|său|ce|făcu zilucrulsăucefăcu isimmmmsimsisimms
de|toate|lucrure|ce|era|făcut|3şi detoatelucrureceerafăcut3şi isimmmsimmmmmsisimsimmmsims
blagoslovi|a|şapte blagosloviaşapte immmmmmmmscimmms
odihnit|de|toate|lucrurele|sale|ce odihnitdetoatelucrurelesalece immmmmsisimmmsimmmmmmmsimmsis
domedzeu|rodi|şi|făcu|4aşa|fură|ceriul domedzeurodişifăcu4aşafurăceriul immmmmmsimmsisimmsimmsimmsimmmms
şi|pămîntul|cînd şipămîntulcînd isimmmmmmsimms
făcură-se|în|dzi|cînd făcură-seîndzicînd immmmmmmsisimsimms
5şi|toţi|pomii|în|cîmp|carii 5şitoţipomiiîncîmpcarii imsimmsimmmsisimmsimmms
mainte|nu|era|pre|pămînt|şi|toată maintenueraprepămîntşitoată immmmsisimsimsimmmmsisimmms
iarba|cîmpului|ce iarbacîmpuluice immmsimmmmmmsis
mainte|nu|era|crescut maintenueracrescut immmmsisimsimmmmms
era|ploat|pre|pămînt|şi|nu eraploatprepămîntşinu imsimmmsimsimmmmsisis
pămîntul|6ce|o pămîntul6ceo immmmmmsimsc
pămînt|stropind|şi|udînd|toată pămîntstropindşiudîndtoată immmmsimmmmmmsisimmmsimmms
pre|om|den|bulgăr|de|pămînt|şi preomdenbulgărdepămîntşi imsisimsimmmmsisimmmmsis
suflă|în|el suflăînel immmsisis
duh|viu|şi|fu duhviuşifu imsimsisis
omul|suflet|viu|8şi|domnul omulsufletviu8şidomnul immsimmmmsimsimsimmmms
domnedzeu|făcu|raiul|dulceţiei|cătră|răsărită domnedzeufăcuraiuldulceţieicătrărăsărită immmmmmmsimmsimmmsimmmmmmmsimmmsimmmmmms
şi|puse|omul|într-însul|cum|să|lucră şipuseomulîntr-însulcumsălucră isimmsimmsimmmmmmmmsimsisimmms
el|9şi|domnul el9şidomnul isimsimmmms
den|pămînt|tot|pomul|frumos denpămînttotpomulfrumos imsimmmmsimsimmmsimmmms
a|căuta|şi|dulce|a|mînca acăutaşidulceamînca cimmmsisimmmscimmms
şi|pomul|vieţiei|în|mijlocul|raiului|şi şipomulvieţieiînmijloculraiuluişi isimmmsimmmmmsisimmmmmmsimmmmmsis
pomul|ştiuturiei|binelui pomulştiuturieibinelui immmsimmmmmmmmsimmmmms
şi|răului|10şi|un şirăului10şiun isimmmmsimmsis
spre|udarea|raiului|ce|se|împarte spreudarearaiuluiceseîmparte immsimmmmsimmmmmsisisimmmmms
acela|pre|patru|capete|11unuia|nume|fison acelaprepatrucapete11unuianumefison immmsimsimmmsimmmmsimmmmmsimmsimmms
tot|pămîntul|hevilatului|şi totpămîntulhevilatuluişi imsimmmmmmsimmmmmmmmmsis
acolo|află-se|aur|12şi|acelui acoloaflă-seaur12şiacelui immmsimmmmmsimsimmsimmmms
pămînt|aurul|este|mai|bun|acolo pămîntaurulestemaibunacolo immmmsimmmsimmsimsimsimmms
află-se|bdelion|şi|piatră|scumpă|onihinos|13şi află-sebdelionşipiatrăscumpăonihinos13şi immmmmsimmmmmsisimmmmsimmmmsimmmmmmsimms
numele|riului|al numeleriuluial immmmsimmmmsis
doile|ghihon|acela|cură doileghihonacelacură immmsimmmmsimmmsimms
spre|tot|pămîntul|arapiei|14şi spretotpămîntularapiei14şi immsimsimmmmmmsimmmmmsimms
riul|al|treile|tigris|care|cură riulaltreiletigriscarecură immsisimmmmsimmmmsimmsimms
evfratis|15şi|luo evfratis15şiluo immmmmmsimmsims
puse|el|în|raiul|dulceţiei puseelînraiuldulceţiei immsisisimmmsimmmmmmms
cum|să|lucre|şi|să|păzească cumsălucreşisăpăzească imsisimmmsisisimmmmmms
tot|pomul|raiului totpomulraiului imsimmmsimmmmms
binelui|şi|răului|tu|să bineluişirăuluitusă immmmmsisimmmmsisis
nu|mănînci|că|în|care|zi numănîncicăîncarezi isimmmmmsisisimmsis
veri|mînca|den|el|cu|moarte|veri verimîncadenelcumoarteveri immsimmmsimsisisimmmmsimms
muri|18şi|dzise muri18şidzise immsimmsimmms
bine|omului|să|fie|singur bineomuluisăfiesingur immsimmmmsisimsimmmms
să|facem|lui|agiutoriu|a|semăna săfacemluiagiutoriuasemăna isimmmsimsimmmmmmmscimmmms
lui|19că|deaca|domnul|domnedzeu|era|făcut lui19cădeacadomnuldomnedzeuerafăcut imsimmsimmmsimmmmsimmmmmmmsimsimmms
den|pămînt|toate denpămînttoate imsimmmmsimmms
jigăniile|pămîntului|şi|toate jigăniilepămîntuluişitoate immmmmmmsimmmmmmmmsisimmms
adam|cum|să|vadză|cum|ară adamcumsăvadzăcumară immsimsisimmmsimsims
chema|iale|că|oare|cum|au|chemat chemaialecăoarecumauchemat immmsimmsisimmsimsisimmmms
adam|toate|jigăniile adamtoatejigăniile immsimmmsimmmmmmms
lor|toate|jigăniile|şi|toate|paserile lortoatejigăniileşitoatepaserile imsimmmsimmmmmmmsisimmmsimmmmmms
ceriului|şi|toate|fierile|pămîntului|ce|lui ceriuluişitoatefierilepămîntuluicelui immmmmmsisimmmsimmmmmsimmmmmmmmsisims
adam|nu|se adamnuse immsisis
află|agiutor|aseamena|lui aflăagiutoraseamenalui immsimmmmmsimmmmmmsims
21aşa|lăsă|domnul|domnedzeu|somn 21aşalăsădomnuldomnedzeusomn immmsimmsimmmmsimmmmmmmsimms
spre|adam|şi|deaca|adurmi|luo spreadamşideacaadurmiluo immsimmsisimmmsimmmmsims
una|den|coastele|lui|şi|împlu|cu unadencoasteleluişiîmplucu imsimsimmmmmmsimsisimmmsis
carne|derept|ia carnedereptia immmsimmmmsis
coasta|ce|era|scos|dentru coastaceerascosdentru immmmsisimsimmsimmmms
adam|făcu|muiare|şi|aduse|ia adamfăcumuiareşiaduseia immsimmsimmmmsisimmmsis
la|adam|23şi|zise|adam|acest|os laadam23şiziseadamacestos isimmsimmsimmsimmsimmmsis
din|oasele|meale dinoaselemeale imsimmmmsimmms
şi|aceasta|carne|den şiaceastacarneden isimmmmmsimmmsims
carnea|mea|aceasta|va|fi carneameaaceastavafi immmmsimsimmmmmsisis
muma|şi|se|va mumaşiseva immsisisis
amîndoi|un|trup|25şi|era|amîndoi amîndoiuntrup25şieraamîndoi immmmmsisimmsimmsimsimmmmms
goli|adam|şi|muiarea|lui|şi|nu goliadamşimuiarealuişinu immsimmsisimmmmmsimsisis
se|ruşinară|3 seruşinară3 isimmmmmmsc
cap|1şi|şarpele|era cap1şişarpeleera imsimsimmmmmsims
pămîntului|carele|era|făcut|domnul|domnedzeu pămîntuluicareleerafăcutdomnuldomnedzeu immmmmmmmsimmmmsimsimmmsimmmmsimmmmmmms
care|zise|cătră|muiare|că|ce|porănci carezisecătrămuiarecăceporănci immsimmsimmmsimmmmsisisimmmmms
voao|domnedzeu|să voaodomnedzeusă immsimmmmmmmsis
nu|mîncaţi|de|tot numîncaţidetot isimmmmmsisims
lemnul|raiului|2că-i|răspunse|muierea lemnulraiului2că-irăspunsemuierea immmmsimmmmmsimmmsimmmmmmsimmmmms
raiu|mîncăm|3însă|den|plodul|pomului|ce raiumîncăm3însădenplodulpomuluice immsimmmmsimmmsimsimmmmsimmmmmsis
raiului|porîncit-au|noao|domnezeu raiuluiporîncit-aunoaodomnezeu immmmmsimmmmmmmmmsimmsimmmmmms
să|nu|mîncăm|şi|să sănumîncămşisă isisimmmmsisis
nu|atingem|el|să|cumva|nu nuatingemelsăcumvanu isimmmmmsisisimmmsis
nu|vreţi|cu nuvreţicu isimmmsis
moarte|muri|5că|ştie moartemuri5căştie immmmsimmsimsimms
zi|vreţi|mînca|dentr-îns|deşchide-se-vor|ochii zivreţimîncadentr-însdeşchide-se-vorochii isimmmsimmmsimmmmmmmsimmmmmmmmmmmmmsimmms
voştri|şi|vreţi|fi|ca|domnedzeu|ştiind voştrişivreţificadomnedzeuştiind immmmsisimmmsisisimmmmmmmsimmmms
binele|şi|răul bineleşirăul immmmsisimms
6şi|muiarea|văzînd|că 6şimuiareavăzîndcă imsimmmmmsimmmmsis
pomulu|e|bun|de|mîncare pomuluebundemîncare immmmscimsisimmmmms
şi|frumos|ochilor|de|vedeare|dulce şifrumosochilordevedearedulce isimmmmsimmmmmsisimmmmmsimmms
şi|deade|bărbatului şideadebărbatului isimmmsimmmmmmmms
şi|el|mîncă|7şi şielmîncă7şi isisimmmsims
că|sînt|goli|şi|rupseră|frundze căsîntgolişirupserăfrundze isimmsimmsisimmmmmsimmmmms
8şi|audziră|glasul 8şiaudzirăglasul imsimmmmmsimmmms
amiadzădzi|ascunse-se|adam|şi|muiarea|lui amiadzădziascunse-seadamşimuiarealui immmmmmmmsimmmmmmmmsimmsisimmmmmsims
9şi|chemă|domnul 9şichemădomnul imsimmmsimmmms
domnedzeu|pre|adam|şi domnedzeupreadamşi immmmmmmsimsimmsis
zise|lui|unde|eşti|10şi ziseluiundeeşti10şi immsimsimmsimmsimms
el|răspunse|glasul|tău|doamne|audziiu elrăspunseglasultăudoamneaudziiu isimmmmmmsimmmmsimsimmmmsimmmmms
în|raiu|ce|mă|tem|prence|sînt înraiucemătemprencesînt isimmsisisimsimmmmsimms
gol|şi|mă golşimă imsisis
ascunşi|11că-i|dzise|domnul ascunşi11că-idzisedomnul immmmmsimmmmsimmmsimmmms
cine|ţie|spuse|că|eşti cineţiespusecăeşti immsimsimmmsisimms
de|pre|care|porîncii|eu|ţie|să deprecareporînciieuţiesă isimsimmsimmmmmmsisimsis
nu|mănînci|12şi numănînci12şi isimmmmmsimms
zise|adam|muiarea|care ziseadammuiareacare immsimmsimmmmmsimms
ai|dat|mie|soţ|dede aidatmiesoţdede isimsimsimsimms
mie|den|lemn|şi|mîncai|13şi miedenlemnşimîncai13şi imsimsimmsisimmmmsimms
dzise|domnul|domnezeu|cătră|muiare|că|ce dzisedomnuldomnezeucătrămuiarecăce immmsimmmmsimmmmmmsimmmsimmmmsisis
ai|făcut|aceaea aifăcutaceaea isimmmsimmmms
ea|zise|şarpele|ciălui-mă eaziseşarpeleciălui-mă isimmsimmmmmsimmmmmmms
şi|mîncai|14şi|zise|domnul şimîncai14şizisedomnul isimmmmsimmsimmsimmmms
domnezeu|şarpelui|căce|că|ai|făcut domnezeuşarpeluicăcecăaifăcut immmmmmsimmmmmmsimmsisisimmms
aşa|blăstemat|fii|tu|între|toate|jigăniile aşablăstematfiituîntretoatejigăniile imsimmmmmmmsimsisimmmsimmmsimmmmmmms
şi|fierile|pămîntului şifierilepămîntului isimmmmmsimmmmmmmms
spre|pieptul|tău|să sprepieptultăusă immsimmmmmsimsis
în|toate|zilele|vieţiei|tale|15vrajbă întoatezilelevieţieitale15vrajbă isimmmsimmmmsimmmmmsimmsimmmmmms
pune-voiu|între|tine|şi|între|muiarea|între pune-voiuîntretineşiîntremuiareaîntre immmmmmmsimmmsimmsisimmmsimmmmmsimmms
sămînţa|ta|şi sămînţataşi immmmmsisis
sămînţa|ei|şi|el sămînţaeişiel immmmmsisisis
va|zdrobi|capul|tău|şi vazdrobicapultăuşi isimmmmsimmmsimsis
tu|veri|muşca|şi|împunge|călcăiul tuverimuşcaşiîmpungecălcăiul isimmsimmmsisimmmmmsimmmmmms
lui|16muieriei|iară|zise|înmulţi-voiu|nevoile|tale lui16muierieiiarăziseînmulţi-voiunevoiletale imsimmmmmmmmsimmsimmsimmmmmmmmmmsimmmmmsimms
cînd|veri|fi cîndverifi immsimmsis
tăroasă|în|dureri|naşte-veri tăroasăîndurerinaşte-veri immmmmsisimmmmsimmmmmmmms
ficiorii|şi|supt|putearea|bărbatului ficioriişisuptputeareabărbatului immmmmmsisimmsimmmmmmsimmmmmmmms
veri|fi|şi|el|va|domni verifişielvadomni immsisisisisimmms
pre|tine|17şi|lui|adam|zise|căce pretine17şiluiadamzisecăce imsimmsimmsimsimmsimmsimms
că|ascultaşi|glasul căascultaşiglasul isimmmmmmmsimmmms
muieriei|tale|şi|ai muierieitaleşiai immmmmmsimmsisis
mîncat|den|lemn|den|care mîncatdenlemndencare immmmsimsimmsimsimms
porîncii|ţie|să|nu|mînînci|blăstemat porînciiţiesănumînînciblăstemat immmmmmsimsisisimmmmmsimmmmmmms
pămîntul|în|lucrul|tău|cu|nevoie|te pămîntulînlucrultăucunevoiete immmmmmsisimmmmsimsisimmmmsis
hrăneaşte|de|într-însu hrăneaştedeîntr-însu immmmmmmsisimmmmmmms
în|viaţa|ta|18spini înviaţata18spini isimmmsisimmmmms
veri|mînca|iarba|cîmpului|19în|sudorile verimîncaiarbacîmpului19însudorile immsimmmsimmmsimmmmmmsimmsimmmmmms
feaţiei|tale|veri|mînca|pîinea|ta|pînă feaţieitaleverimîncapîineatapînă immmmmsimmsimmsimmmsimmmmsisimms
turna|iară|în|pămînt turnaiarăînpămînt immmsimmsisimmmms
den|care|eşti|luat|că dencareeştiluatcă imsimmsimmsimmsis
fi|20şi|adam|chemă|numele|muieriei|sale fi20şiadamchemănumelemuierieisale isimmsimmsimmmsimmmmsimmmmmmsimms
a|toţi|viilor|21şi atoţiviilor21şi cimmsimmmmsimms
domnul|domnedzeu|făcu|lui|adam domnuldomnedzeufăculuiadam immmmsimmmmmmmsimmsimsimms
şi|muieriei|lui|haine|den|piei şimuierieiluihainedenpiei isimmmmmmsimsimmmsimsimms
şi|îmbrăcă|ei|22şi|domnul|domnedzeu|zise şiîmbrăcăei22şidomnuldomnedzeuzise isimmmmmsisimmsimmmmsimmmmmmmsimms
iaca|adam|ca iacaadamca immsimmsis
unul|de|noi|făcutu-s-au unuldenoifăcutu-s-au immsisimsimmmmmmmmms
şi|ştie|ce|e|bine şiştieceebine isimmsiscimms
şi|ce|e|rău|ce|să şiceerăucesă isiscimsisis
nu|cumva|să|tinză|mîna|sa|şi nucumvasătinzămînasaşi isimmmsisimmmsimmsisis
să|ia|şi săiaşi isisis
den|lemnul|vieţiei|şi denlemnulvieţieişi imsimmmmsimmmmmsis
domnezeu|afară|den|raiul|dulceţiei|cum|să domnezeuafarădenraiuldulceţieicumsă immmmmmsimmmsimsimmmsimmmmmmmsimsis
nainte|raiului|vieţii|heruvimi|de|cătră nainteraiuluivieţiiheruvimidecătră immmmsimmmmmsimmmmsimmmmmmsisimmms
răsărită|cu|spată|scoasă|ca|un|foc răsărităcuspatăscoasăcaunfoc immmmmmsisimmmsimmmmsisisims
tăind|să|păzească tăindsăpăzească immmsisimmmmmms
calea|la|pomul|vieţiei calealapomulvieţiei immmsisimmmsimmmmms
4|cap|1şi|adam|conoscu 4cap1şiadamconoscu cimsimsimmsimmmmms
şi|născu|pre|cain|şi|zise|dobîndi şinăscuprecainşizisedobîndi isimmmsimsimmsisimmsimmmmms
omul|pre|domnul omulpredomnul immsimsimmmms
2şi|iară|născu|pre 2şiiarănăscupre imsimmsimmmsims
avel|frate-său|şi|avel|fu avelfrate-săuşiavelfu immsimmmmmmmsisimmsis
păcurariu|e|cain|un|plugar|3şi păcurariuecainunplugar3şi immmmmmmscimmsisimmmmsims
fu|după|multe|dzile|cain|aduse|jărtva fudupămultedzilecainadusejărtva isimmsimmmsimmmsimmsimmmsimmmms
domnului|den|plodul domnuluidenplodul immmmmmsimsimmmms
pămîntului|darure|4şi|avel pămîntuluidarure4şiavel immmmmmmmsimmmmsimsimms
cu|milă|pre|avel|şi|pre|darurele cumilăpreavelşipredarurele isimmsimsimmsisimsimmmmmms
lui|5însă|pre lui5însăpre imsimmmsims
cain|şi|darurele|lui cainşidarurelelui immsisimmmmmmsims
cain|mînie-se|tare|şi|faţa|lui cainmînie-setareşifaţalui immsimmmmmmsimmsisimmsims
să|schimbă|6şi|dzise|domnul|lu|cain săschimbă6şidzisedomnullucain isimmmmmsimsimmmsimmmmsisimms
s-au|mutat|7au|nu|aşa s-aumutat7aunuaşa immsimmmsimsisims
să|veri|face|bine|lua-veri|plată săverifacebinelua-veriplată isimmsimmsimmsimmmmmmsimmms
e|să|rău|aşi|naintea|uşei|păcatul esărăuaşinainteauşeipăcatul cisimsimsimmmmmsimmsimmmmms
tău|va|fi tăuvafi imsisis
ce|nu|te|lăsa cenutelăsa isisisimms
voiei|lui|ce|tu|domneşte voieiluicetudomneşte immmsimsisisimmmmmms
lui|8şi|grăi|cain|cu|avel lui8şigrăicaincuavel imsimsimmsimmsisimms
fratele|său|şi|fu|cum|că|era fratelesăuşifucumcăera immmmmsimsisisimsisims
ei|în|cîmp eiîncîmp isisimms
sculă-se|cain|pre|avel sculă-secainpreavel immmmmmsimmsimsimms
fratele|său|şi|ucise|pre fratelesăuşiucisepre immmmmsimsisimmmsims
el|9şi|dzise|domnul|cătră|cain el9şidzisedomnulcătrăcain isimsimmmsimmmmsimmmsimms
unde|iaste|fratele|tău|avel|el|răspunse undeiastefrateletăuavelelrăspunse immsimmmsimmmmmsimsimmsisimmmmmms
nu|ştiu|au nuştiuau isimmsis
voiu|fi|eu|pădzitoriu voiufieupădzitoriu immsisisimmmmmmmms
ce|ai|făcut|glasul|singelui|fratelui ceaifăcutglasulsingeluifratelui isisimmmsimmmmsimmmmmmsimmmmmms
tău|strigă|la|mine|den|pămînt|11şi tăustrigălaminedenpămînt11şi imsimmmmsisimmsimsimmmmsimms
amu|blăstemat|să amublăstematsă imsimmmmmmmsis
fii|spre|pămînt|care fiisprepămîntcare imsimmsimmmmsimms
deşchise|gura|lui|şi|priimi deşchiseguraluişipriimi immmmmmsimmsimsisimmmms
sîngele|fratelui|tău|den|mîna|ta sîngelefrateluităudenmînata immmmmsimmmmmmsimsimsimmsis
12cînd|veri|lucra|pămîntul|nu|va|da 12cîndverilucrapămîntulnuvada immmmsimmsimmmsimmmmmmsisisis
ţie|plodurele|sale ţieplodurelesale imsimmmmmmmsimms
nestătătoriu|şi|buduşlău|fi-veri nestătătoriuşibuduşlăufi-veri immmmmmmmmmsisimmmmmmsimmmmms
spre|pămînt|13şi|dzise|cain sprepămînt13şidzisecain immsimmmmsimmsimmmsimms
cătră|domnul|mai|mare|fărăleagea|mea cătrădomnulmaimarefărăleageamea immmsimmmmsimsimmsimmmmmmmmsims
mine|astădzi|den mineastădziden immsimmmmmsims
faţa|pămîntului|şi-m|va faţapămîntuluişi-mva immsimmmmmmmmsimmsis
fi|mie|a|mă|ascunde fimieamăascunde isimscisimmmmms
de|faţa|ta|şi|voiu|fi defaţataşivoiufi isimmsisisimmsis
nestătătoriu|şi|buduşlău|pre|pămînt|tot|cine nestătătoriuşibuduşlăuprepămînttotcine immmmmmmmmmsisimmmmmmsimsimmmmsimsimms
mă|va|afla măvaafla isisimms
ucide-mă-va|15şi|dzise|lui ucide-mă-va15şidziselui immmmmmmmmsimmsimmmsims
domnul|nececum|nu|va|fi domnulnececumnuvafi immmmsimmmmmsisisis
